Item_Id,Date,State_of_Country,Market_Category,Product_Category,Grade,Demand,Low_Cap_Price,High_Cap_Price
IT_6309,2007-10-07,21,65,0,2,48.2,4637,8545
IT_6333,2007-10-08,20,104,13,0,2.4,2345,5389
IT_6339,2007-10-08,21,141,0,0,0.6,4269,5660
IT_6342,2007-10-08,21,444,0,1,18.9,5701,8265
IT_6344,2007-10-08,21,14,0,0,1,4263,5697
IT_6348,2007-10-08,21,447,0,0,1.2,4740,6437
IT_6353,2007-10-08,21,452,0,0,4.6,4902,6758
IT_6354,2007-10-08,21,469,0,0,0.6,5512,6931
IT_6356,2007-10-08,21,65,0,2,51.4,4544,8673
IT_6374,2007-10-09,4,458,10,0,0.6,6448,9989
IT_6375,2007-10-09,17,358,0,3,3.1,8543,16161
IT_6378,2007-10-09,17,39,0,3,1.8,4558,9775
IT_6385,2007-10-09,20,104,13,0,1.7,2048,5121
IT_6386,2007-10-09,3,63,0,1,0.3,4061,10251
IT_6388,2007-10-09,3,62,0,0,5.5,4301,11568
IT_6392,2007-10-09,21,37,0,0,3.4,4265,6530
IT_6396,2007-10-09,21,14,0,0,2.1,3832,5690
IT_6397,2007-10-09,21,162,0,1,0.9,5371,7643
IT_6404,2007-10-09,21,452,0,0,5.6,4772,6534
IT_6407,2007-10-09,21,65,0,2,70.8,5013,8964
IT_6420,2007-10-10,0,320,0,0,0.4,2264,10746
IT_6421,2007-10-10,17,358,0,3,0.3,10646,14130
IT_6423,2007-10-10,20,137,0,0,0.1,4040,10627
IT_6444,2007-10-11,0,367,0,0,0.5,7624,14618
IT_6448,2007-10-11,17,358,0,3,2.3,4234,5223
IT_6453,2007-10-11,18,23,10,2,58.9,2473,6418
IT_6463,2007-10-11,3,423,15,0,4,4681,9078
IT_6464,2007-10-11,3,62,0,0,0.8,7020,14897
IT_6465,2007-10-11,21,437,0,0,22.4,5815,8241
IT_6466,2007-10-11,21,441,10,2,11.6,5005,7916
IT_6478,2007-10-11,21,452,0,0,5.4,4910,6549
IT_6479,2007-10-11,21,469,0,0,0.3,5589,7368
IT_6499,2007-10-12,17,358,0,3,0.2,4486,15874
IT_6517,2007-10-12,3,62,0,0,0.2,8912,14376
IT_6518,2007-10-12,21,437,0,0,11.1,6272,8812
IT_6523,2007-10-12,21,14,0,0,0.7,4461,5884
IT_6529,2007-10-12,21,76,0,0,0.6,3577,5496
IT_6533,2007-10-12,21,452,0,0,4.6,4681,6395
IT_6538,2007-10-13,0,454,1,0,0,3158,5812
IT_6543,2007-10-13,0,268,0,2,0.1,3173,5640
IT_6556,2007-10-13,17,358,0,3,1.6,4472,13989
IT_6562,2007-10-13,20,79,0,0,0,1045,1464
IT_6571,2007-10-13,20,403,0,0,13.3,2630,3680
IT_6578,2007-10-13,21,437,0,0,11.3,6432,9114
IT_6582,2007-10-13,21,443,0,0,0.2,4574,6044
IT_6584,2007-10-13,21,444,0,1,22.3,5618,7679
IT_6596,2007-10-13,21,198,0,0,0.5,4761,6203
IT_6606,2007-10-14,0,235,0,2,13.9,2019,2969
IT_6615,2007-10-14,17,358,0,3,0.7,4373,15749
IT_6618,2007-10-14,17,11,0,3,11.1,963,1247
IT_6621,2007-10-14,18,23,10,2,25.8,2403,7003
IT_6626,2007-10-14,20,40,0,0,0,5770,7930
IT_6632,2007-10-14,3,62,0,0,0.4,8992,12634
IT_6634,2007-10-14,21,441,10,2,12.2,5400,6840
IT_6636,2007-10-14,21,141,0,0,1.1,4074,5241
IT_6645,2007-10-14,21,447,0,0,0.6,4568,6014
IT_6648,2007-10-14,21,76,0,0,0.9,4083,5414
IT_6651,2007-10-14,21,452,0,0,7.9,4917,6949
IT_6653,2007-10-14,21,65,0,2,34,5054,7111
IT_6681,2007-10-15,3,74,0,0,0.1,6848,9124
IT_6685,2007-10-15,21,141,0,0,1.7,4458,5705
IT_6692,2007-10-15,21,452,0,0,8.3,5277,6457
IT_6695,2007-10-16,23,236,0,0,1.1,3670,9091
IT_6712,2007-10-16,20,73,0,0,0.6,2186,3027
IT_6720,2007-10-16,21,444,0,1,16.2,5503,7235
IT_6722,2007-10-16,21,162,0,1,2.4,5130,7094
IT_6723,2007-10-16,21,165,0,0,35.1,4130,5698
IT_6724,2007-10-16,21,446,10,0,0,5840,7927
IT_6728,2007-10-16,21,452,0,0,7.4,4897,6324
IT_6729,2007-10-16,21,469,0,0,0.4,5546,7327
IT_6730,2007-10-16,21,65,0,2,34.7,4874,7288
IT_6743,2007-10-17,17,358,0,3,0.5,4543,14212
IT_6753,2007-10-17,21,444,0,1,18.4,5336,7922
IT_6759,2007-10-17,21,452,0,0,8,5023,6570
IT_6764,2007-10-18,17,358,0,3,0.8,4708,15934
IT_6767,2007-10-18,17,39,0,3,0.8,5129,9060
IT_6785,2007-10-18,21,441,10,0,0,5020,7445
IT_6786,2007-10-18,21,141,0,0,0.6,3920,5332
IT_6797,2007-10-18,21,452,0,0,7.1,4976,6752
IT_6798,2007-10-18,21,65,0,2,24.1,5098,6740
IT_6803,2007-10-19,0,256,0,0,0.1,6223,17788
IT_6811,2007-10-19,2,350,1,1,37.5,5708,10197
IT_6814,2007-10-19,17,13,0,3,0,473,2187
IT_6826,2007-10-19,20,34,1,2,0,1007,1308
IT_6836,2007-10-19,21,165,0,0,3,4372,6162
IT_6838,2007-10-19,21,447,0,0,0,4419,6159
IT_6843,2007-10-19,21,452,0,0,5.8,4899,6664
IT_6850,2007-10-20,0,268,0,2,0.1,2958,4978
IT_6860,2007-10-20,17,39,0,3,0.6,5899,10556
IT_6875,2007-10-20,3,63,0,1,0.8,5994,11052
IT_6876,2007-10-20,3,423,15,0,3.6,4850,8773
IT_6883,2007-10-20,21,81,0,2,0,1063,1497
IT_6887,2007-10-20,21,447,0,0,0.6,4845,6179
IT_6893,2007-10-20,21,65,0,2,29.5,5567,7022
IT_6904,2007-10-21,2,350,1,1,31.6,5628,8934
IT_6905,2007-10-21,17,358,0,3,0.1,8394,14759
IT_6908,2007-10-21,17,10,15,3,6,1125,2090
IT_6910,2007-10-21,17,11,0,3,7.8,739,979
IT_6923,2007-10-21,3,423,15,0,4.5,5828,8212
IT_6929,2007-10-21,21,444,0,1,17.5,5462,7457
IT_6931,2007-10-21,21,14,0,0,1.8,4197,6001
IT_6935,2007-10-21,21,447,0,0,0,5079,6405
IT_6948,2007-10-22,0,268,0,2,0.1,2824,5115
IT_6950,2007-10-22,0,450,0,0,0.1,4151,11713
IT_6956,2007-10-22,17,13,0,3,0,468,2061
IT_6958,2007-10-22,17,39,0,3,0.2,5495,9666
IT_6963,2007-10-22,20,94,0,2,1.8,2316,7577
IT_6982,2007-10-22,21,447,0,0,1.8,4716,6318
IT_6987,2007-10-22,21,452,0,0,5.6,5019,6874
IT_6993,2007-10-23,0,268,0,2,0.2,3754,6230
IT_6994,2007-10-23,0,283,1,0,0.2,4948,7429
IT_6996,2007-10-23,0,320,0,0,0.2,6078,11369
IT_7001,2007-10-23,17,358,0,3,1.5,10859,14173
IT_7014,2007-10-23,3,423,15,0,4.1,5542,9338
IT_7020,2007-10-23,21,443,0,0,0.1,4537,6105
IT_7027,2007-10-23,21,446,10,0,0,5921,8473
IT_7028,2007-10-23,21,447,0,0,0,4668,6741
IT_7035,2007-10-23,21,452,0,0,4.9,5171,7380
IT_7037,2007-10-23,21,65,0,2,34.2,5273,7209
IT_7042,2007-10-24,0,256,0,0,0.1,1891,7978
IT_7044,2007-10-24,0,283,1,0,0.1,4614,9396
IT_7048,2007-10-24,17,358,0,3,0.6,10747,16570
IT_7052,2007-10-24,20,104,13,0,0,1798,5401
IT_7054,2007-10-24,21,141,0,0,0.6,4329,5721
IT_7065,2007-10-24,21,452,0,0,4.7,5133,6731
IT_7066,2007-10-24,21,469,0,0,0.5,5655,7489
IT_7075,2007-10-25,1,83,0,0,1.2,919,2478
IT_7089,2007-10-25,3,423,15,0,5.1,5243,8990
IT_7091,2007-10-25,21,441,10,0,6.8,4892,7921
IT_7101,2007-10-25,21,452,0,0,5.1,5207,6734
IT_7102,2007-10-25,21,469,0,0,0.2,5124,7355
IT_7103,2007-10-25,21,65,0,2,41.9,5349,7176
IT_7109,2007-10-26,0,283,1,0,0.1,4304,7640
IT_7131,2007-10-26,21,441,10,0,5.7,5328,7101
IT_7142,2007-10-26,21,24,10,0,11.4,5143,6924
IT_7147,2007-10-26,21,452,0,0,4,5130,6682
IT_7148,2007-10-26,21,65,0,2,23.8,5326,7304
IT_7153,2007-10-27,0,320,0,0,0.2,4932,10791
IT_7159,2007-10-27,17,358,0,3,1.1,9673,15573
IT_7161,2007-10-27,17,39,0,3,0.9,5177,9443
IT_7162,2007-10-27,17,11,0,3,4.6,865,1211
IT_7176,2007-10-27,3,74,0,0,0.3,7530,9904
IT_7180,2007-10-27,21,441,10,0,9.4,4859,7844
IT_7181,2007-10-27,21,141,0,0,2.3,4145,5401
IT_7187,2007-10-27,21,467,0,0,0.7,4787,6449
IT_7191,2007-10-27,21,447,0,0,0.6,4903,6390
IT_7194,2007-10-27,21,24,10,0,12.1,4566,6177
IT_7195,2007-10-27,21,76,0,0,0.9,4039,5304
IT_7197,2007-10-27,21,452,0,0,5.1,5251,6914
IT_7198,2007-10-27,21,469,0,0,0.3,5593,7828
IT_7199,2007-10-27,21,65,0,2,28.8,5214,7910
IT_7207,2007-10-28,17,358,0,3,0.6,4831,13812
IT_7208,2007-10-28,17,13,0,3,0,1172,1921
IT_7216,2007-10-28,20,104,13,0,0.5,1983,5617
IT_7221,2007-10-28,3,63,0,1,0.1,9325,14527
IT_7223,2007-10-28,3,62,0,0,0.7,4553,11520
IT_7230,2007-10-28,21,14,0,0,0.2,4236,6531
IT_7234,2007-10-28,21,447,0,0,0,5050,6908
IT_7237,2007-10-28,21,24,10,0,18.1,4787,6584
IT_7239,2007-10-28,21,188,0,0,1.2,4581,6320
IT_7240,2007-10-28,21,452,0,0,3.5,4945,7020
IT_7241,2007-10-28,21,469,0,0,0.3,5634,7518
IT_7242,2007-10-28,21,65,0,2,28.8,5281,7588
IT_7251,2007-10-29,1,82,0,0,0.5,4149,6689
IT_7255,2007-10-29,17,11,0,3,11.6,499,695
IT_7269,2007-10-29,21,441,10,0,0,4873,7837
IT_7271,2007-10-29,21,443,0,0,0.1,4744,7316
IT_7273,2007-10-29,21,445,0,0,1.1,4165,6178
IT_7274,2007-10-29,21,14,0,0,0.9,4280,5967
IT_7281,2007-10-29,21,24,10,0,23.8,5013,7131
IT_7282,2007-10-29,21,452,0,0,4.3,4789,6605
IT_7283,2007-10-29,21,65,0,2,28.9,5153,7305
IT_7289,2007-10-30,0,283,1,0,0.1,4568,7540
IT_7312,2007-10-30,21,444,0,1,26.6,5501,8148
IT_7314,2007-10-30,21,14,0,0,0.7,4279,5941
IT_7315,2007-10-30,21,162,0,1,0.8,5424,7717
IT_7316,2007-10-30,21,165,0,0,4,4496,6501
IT_7320,2007-10-30,21,24,10,0,27.8,4643,6105
IT_7322,2007-10-30,21,65,0,2,33.7,5214,6778
IT_7329,2007-10-31,0,320,0,0,0.6,5450,13188
IT_7330,2007-10-31,17,358,0,3,0.1,4144,13009
IT_7333,2007-10-31,21,443,0,0,0.1,5651,7949
IT_7336,2007-10-31,21,14,0,0,0.9,4126,5801
IT_7337,2007-10-31,21,165,0,0,4.1,5033,7375
IT_7342,2007-10-31,21,198,0,0,0.9,4650,6104
IT_7343,2007-10-31,21,470,1,0,0,4033,5804
IT_7353,2007-11-01,2,350,1,1,67,6340,10275
IT_7354,2007-11-01,17,358,0,3,0.9,4364,14458
IT_7364,2007-11-01,20,403,0,0,11.5,2541,3555
IT_7365,2007-11-01,20,56,0,0,203,456,648
IT_7369,2007-11-01,21,441,10,0,0,5025,8370
IT_7371,2007-11-01,21,443,0,0,0.1,6182,8222
IT_7374,2007-11-01,21,165,0,0,4.6,4780,6609
IT_7380,2007-11-01,21,65,0,2,40.6,5337,7427
IT_7387,2007-11-02,0,320,0,0,0.1,4895,12831
IT_7394,2007-11-02,20,73,0,0,0.2,1591,2322
IT_7399,2007-11-02,3,63,0,1,0.2,6545,14289
IT_7402,2007-11-02,21,441,10,2,6.7,4947,8223
IT_7403,2007-11-02,21,141,0,0,1.7,4148,5710
IT_7404,2007-11-02,21,443,0,0,0.1,6631,9415
IT_7412,2007-11-02,21,447,0,0,0.6,5317,6908
IT_7415,2007-11-02,21,198,0,2,0.4,4510,6168
IT_7416,2007-11-02,21,65,0,2,11.8,4847,6991
IT_7417,2007-11-02,21,58,0,0,72.9,3094,4674
IT_7418,2007-11-02,21,211,0,0,0.1,4219,6786
IT_7430,2007-11-03,4,458,16,0,1.2,6973,8826
IT_7431,2007-11-03,17,358,0,3,1.6,4179,12996
IT_7436,2007-11-03,20,114,14,0,20.7,1377,2523
IT_7437,2007-11-03,20,403,0,0,5.7,2495,3680
IT_7438,2007-11-03,3,74,0,0,0.5,7242,10566
IT_7439,2007-11-03,3,423,15,0,5.6,5322,9897
IT_7441,2007-11-03,21,437,0,0,11.4,8056,9607
IT_7442,2007-11-03,21,441,10,0,9.1,5287,8197
IT_7447,2007-11-03,21,467,0,0,0.6,5124,7681
IT_7450,2007-11-03,21,165,0,0,3.6,4912,6921
IT_7452,2007-11-03,21,447,0,0,1.1,5298,7779
IT_7454,2007-11-03,21,167,0,0,9.4,4981,7242
IT_7458,2007-11-03,21,198,0,2,0.5,4262,6687
IT_7459,2007-11-03,21,58,0,0,71.5,3312,4696
IT_7465,2007-11-04,0,103,0,1,0.3,9618,16625
IT_7472,2007-11-04,2,350,1,1,36.9,5739,9631
IT_7480,2007-11-04,19,44,13,1,0.1,9157,13701
IT_7484,2007-11-04,20,114,14,0,12.3,1589,2701
IT_7491,2007-11-04,21,441,10,0,8.5,5038,8165
IT_7494,2007-11-04,21,443,0,0,0.4,5658,8363
IT_7499,2007-11-04,21,165,0,0,3,5001,7465
IT_7501,2007-11-04,21,447,0,0,0,5559,7167
IT_7502,2007-11-04,21,448,14,0,0.2,5568,7253
IT_7504,2007-11-04,21,76,0,0,0.6,4608,6433
IT_7507,2007-11-04,21,452,0,0,3.4,5262,7436
IT_7520,2007-11-05,17,13,0,3,0,480,1964
IT_7537,2007-11-05,3,423,15,0,6.3,5485,9314
IT_7538,2007-11-05,3,80,0,0,0.4,3532,5121
IT_7541,2007-11-05,21,141,0,0,1.2,4444,5511
IT_7545,2007-11-05,21,445,0,0,2.4,4279,7095
IT_7548,2007-11-05,21,165,0,0,2.3,4469,6884
IT_7550,2007-11-05,21,447,0,0,0.6,5173,7403
IT_7553,2007-11-05,21,449,0,0,1.2,5413,7497
IT_7555,2007-11-05,21,452,0,0,5.8,4825,6716
IT_7556,2007-11-05,21,469,0,0,0.5,5351,8243
IT_7557,2007-11-05,21,198,0,2,0.3,4438,6286
IT_7558,2007-11-05,21,58,0,0,47.5,3384,4199
IT_7560,2007-11-05,21,220,12,0,22.5,1757,2638
IT_7566,2007-11-06,4,458,16,0,0.6,9024,13024
IT_7567,2007-11-06,17,358,0,3,1.4,4259,15170
IT_7580,2007-11-06,3,62,0,0,3.9,4478,13408
IT_7582,2007-11-06,21,437,0,0,13.5,7509,10562
IT_7584,2007-11-06,21,141,0,0,1.8,4479,5661
IT_7588,2007-11-06,21,444,0,1,24.3,5934,8806
IT_7593,2007-11-06,21,447,0,0,0,5514,8055
IT_7596,2007-11-06,21,76,0,0,0.8,4326,6865
IT_7599,2007-11-06,21,198,0,2,0.2,4593,6285
IT_7600,2007-11-06,21,58,0,0,39,3251,4634
IT_7606,2007-11-07,0,283,1,0,0.1,4692,9830
IT_7610,2007-11-07,17,358,0,3,0.9,4201,6364
IT_7622,2007-11-07,21,452,0,0,6,4684,6733
IT_7623,2007-11-07,21,198,0,2,0.2,4867,6290
IT_7624,2007-11-07,21,470,1,0,0.6,3870,5642
IT_7628,2007-11-08,17,358,0,3,0.5,4473,15504
IT_7638,2007-11-08,3,74,0,0,1.7,6251,9108
IT_7644,2007-11-08,21,443,0,0,0.2,5692,8117
IT_7650,2007-11-08,21,447,0,0,0.6,5792,7512
IT_7656,2007-11-08,21,452,0,0,7.9,5041,7160
IT_7683,2007-11-09,3,423,15,0,3.5,4989,9898
IT_7684,2007-11-09,21,437,0,0,7,7201,10597
IT_7685,2007-11-09,21,441,10,2,6.8,5807,8177
IT_7686,2007-11-09,21,141,0,0,1.2,4190,6201
IT_7689,2007-11-09,21,444,0,1,24.5,5977,8438
IT_7690,2007-11-09,21,445,0,0,1.7,4636,7263
IT_7692,2007-11-09,21,165,0,0,2.4,4559,6752
IT_7693,2007-11-09,21,447,0,0,1.2,5233,7264
IT_7699,2007-11-09,21,452,0,0,7.6,5135,6708
IT_7700,2007-11-09,21,198,0,2,0.3,4852,6103
IT_7701,2007-11-09,21,58,0,0,46.4,3682,4813
IT_7705,2007-11-10,1,455,0,0,0,826,1746
IT_7711,2007-11-10,17,358,0,3,1.4,4982,15199
IT_7717,2007-11-10,18,23,0,0,0,4624,6540
IT_7721,2007-11-10,20,389,0,1,4.7,2260,3448
IT_7723,2007-11-10,20,104,13,0,64160.5,2423,7197
IT_7725,2007-11-10,3,63,0,1,0.1,11112,12791
IT_7734,2007-11-10,21,444,0,1,26.2,6177,8496
IT_7737,2007-11-10,21,162,0,1,1.7,5795,8388
IT_7739,2007-11-10,21,446,10,0,0,6598,8163
IT_7747,2007-11-10,21,452,0,0,9.1,5150,6837
IT_7748,2007-11-10,21,469,0,0,0.2,5447,7443
IT_7750,2007-11-10,21,58,0,0,39,3734,4780
IT_7755,2007-11-11,0,268,0,2,0.1,6546,9342
IT_7757,2007-11-11,0,283,1,0,0.1,3743,5073
IT_7761,2007-11-11,17,358,0,3,0.5,10272,15137
IT_7778,2007-11-11,3,423,15,0,7.5,5284,9618
IT_7790,2007-11-11,21,165,0,0,2.8,4818,7435
IT_7792,2007-11-11,21,447,0,0,0,5553,7672
IT_7798,2007-11-11,21,452,0,0,5.8,4802,7028
IT_7800,2007-11-11,21,198,0,2,0.5,4732,6337
IT_7822,2007-11-12,20,73,0,0,0.5,2352,3356
IT_7826,2007-11-12,3,423,15,0,6,5221,10311
IT_7827,2007-11-12,3,80,0,0,1,3057,4857
IT_7828,2007-11-12,21,437,0,0,7.8,7594,10557
IT_7831,2007-11-12,21,443,0,0,0.1,5508,8095
IT_7837,2007-11-12,21,447,0,0,0.6,5457,9116
IT_7846,2007-11-13,4,458,10,0,0.6,6405,9421
IT_7847,2007-11-13,17,460,15,3,0.1,858,1946
IT_7854,2007-11-13,20,94,0,2,0.5,3051,9645
IT_7855,2007-11-13,20,104,13,0,0.5,2522,7756
IT_7856,2007-11-13,20,463,10,0,3.4,1571,3392
IT_7860,2007-11-13,3,80,0,0,0.6,3157,4886
IT_7861,2007-11-13,21,437,0,0,10,7510,10814
IT_7868,2007-11-13,21,14,0,0,1,4691,5950
IT_7870,2007-11-13,21,165,0,0,5.9,4908,7033
IT_7872,2007-11-13,21,447,0,0,0,5438,7792
IT_7877,2007-11-13,21,452,0,0,4.8,5240,6964
IT_7878,2007-11-13,21,198,0,2,0.3,4797,6292
IT_7879,2007-11-13,21,58,0,0,36,3806,4988
IT_7886,2007-11-14,17,358,0,3,0.2,3751,13452
IT_7890,2007-11-14,20,85,1,2,3.6,1805,2627
IT_7892,2007-11-14,3,80,0,0,1.6,2738,4338
IT_7897,2007-11-14,21,14,0,0,1.4,4711,6402
IT_7901,2007-11-14,21,87,0,0,1.2,4953,6793
IT_7902,2007-11-14,21,452,0,0,4,5187,6978
IT_7903,2007-11-14,21,198,0,2,0.2,4676,6001
IT_7912,2007-11-15,17,358,0,3,1.1,10003,14218
IT_7922,2007-11-15,20,104,13,0,0.4,2594,7519
IT_7929,2007-11-15,21,437,0,0,9.3,7362,11082
IT_7935,2007-11-15,21,14,0,0,2.2,4585,6272
IT_7938,2007-11-15,21,446,10,0,18.4,6136,9239
IT_7942,2007-11-15,21,452,0,0,3.9,5196,7018
IT_7943,2007-11-15,21,198,0,2,0.2,4673,6150
IT_7949,2007-11-16,0,320,0,0,0.1,6280,12018
IT_7953,2007-11-16,17,358,0,3,0.8,4374,15085
IT_7968,2007-11-16,3,423,15,0,4.6,5035,9993
IT_7971,2007-11-16,21,441,10,0,13.5,6148,8608
IT_7976,2007-11-16,21,14,0,0,0.9,4555,6091
IT_7977,2007-11-16,21,162,0,1,0.9,5786,8547
IT_7979,2007-11-16,21,446,10,0,14.9,6535,8461
IT_7980,2007-11-16,21,447,0,0,0,5324,7130
IT_7982,2007-11-16,21,76,0,0,0.3,4914,8517
IT_7986,2007-11-16,21,452,0,0,5.6,5090,7110
IT_7989,2007-11-16,21,58,0,0,24.1,4303,5812
IT_8005,2007-11-17,17,460,0,3,0.1,889,1253
IT_8006,2007-11-17,17,358,0,3,1.2,4451,14936
IT_8019,2007-11-17,21,437,0,0,8.3,7582,10543
IT_8023,2007-11-17,21,443,0,0,0.1,5665,8204
IT_8024,2007-11-17,21,149,10,0,4.7,6980,9228
IT_8025,2007-11-17,21,444,0,1,19.1,6136,8336
IT_8028,2007-11-17,21,162,0,1,1.4,6088,8618
IT_8029,2007-11-17,21,165,0,0,2.4,5265,7212
IT_8030,2007-11-17,21,446,10,0,0,6465,8410
IT_8034,2007-11-17,21,452,0,0,4.7,5306,6629
IT_8047,2007-11-18,17,460,0,3,0.1,1005,1603
IT_8051,2007-11-18,17,10,15,3,5.7,1104,2558
IT_8059,2007-11-18,20,397,13,0,0,1174,1722
IT_8060,2007-11-18,20,34,1,2,0,883,1374
IT_8062,2007-11-18,3,423,15,0,2.7,4931,9202
IT_8072,2007-11-18,21,14,0,0,0.6,4255,6392
IT_8074,2007-11-18,21,165,0,0,6,5000,7722
IT_8080,2007-11-18,21,87,0,0,0.6,4521,7427
IT_8081,2007-11-18,21,452,0,0,4.1,5166,6982
IT_8082,2007-11-18,21,198,0,2,0.1,4776,6231
IT_8083,2007-11-18,21,58,13,0,11.2,4607,5714
IT_8093,2007-11-19,2,350,1,1,30.2,5947,9750
IT_8105,2007-11-19,3,80,0,0,0.2,3591,6222
IT_8106,2007-11-19,21,437,0,0,5.7,8038,10355
IT_8111,2007-11-19,21,149,10,0,3.9,7262,10480
IT_8115,2007-11-19,21,165,0,0,4.9,4883,6958
IT_8119,2007-11-19,21,449,0,0,1.1,5453,8029
IT_8122,2007-11-19,21,87,0,0,0.6,5219,6837
IT_8123,2007-11-19,21,452,0,0,5,5239,6903
IT_8124,2007-11-19,21,198,0,2,0.1,5078,6384
IT_8126,2007-11-19,21,211,0,0,0.4,5584,7000
IT_8134,2007-11-20,17,460,0,3,0.1,983,1473
IT_8136,2007-11-20,17,13,0,3,0,468,2095
IT_8141,2007-11-20,20,104,13,0,0.4,3892,8683
IT_8145,2007-11-20,21,437,0,0,11.2,7181,10294
IT_8149,2007-11-20,21,443,0,0,0.1,5530,7704
IT_8150,2007-11-20,21,149,10,0,5.6,6969,10893
IT_8151,2007-11-20,21,444,0,1,21.7,6517,9412
IT_8152,2007-11-20,21,445,0,0,0.9,5288,8392
IT_8154,2007-11-20,21,165,0,0,7.1,5028,7508
IT_8161,2007-11-20,21,198,0,2,0.1,4715,6652
IT_8169,2007-11-21,17,358,0,3,0.9,8495,16513
IT_8173,2007-11-21,21,443,0,0,0.1,5656,8506
IT_8174,2007-11-21,21,149,10,0,4.7,6992,9939
IT_8176,2007-11-21,21,165,0,0,5.9,5538,7759
IT_8180,2007-11-21,21,452,0,0,3.5,5427,6726
IT_8188,2007-11-22,17,358,0,3,1.3,3748,13546
IT_8192,2007-11-22,18,23,10,0,0,1469,7046
IT_8195,2007-11-22,3,74,0,0,0.7,6316,9545
IT_8196,2007-11-22,3,423,15,0,2.1,5693,10443
IT_8199,2007-11-22,21,437,0,0,16.8,6974,11150
IT_8206,2007-11-22,21,165,0,0,4.5,5538,7506
IT_8207,2007-11-22,21,446,10,0,0,5907,8987
IT_8211,2007-11-22,21,452,0,0,4.1,5327,7549
IT_8212,2007-11-22,21,58,13,0,17.3,4459,5931
IT_8225,2007-11-23,17,38,0,3,5.5,6142,10108
IT_8226,2007-11-23,18,23,10,0,63.8,1534,7249
IT_8232,2007-11-23,21,437,0,0,22.9,7439,10707
IT_8234,2007-11-23,21,443,0,0,0.1,6210,8502
IT_8235,2007-11-23,21,149,10,0,4.5,7782,10792
IT_8237,2007-11-23,21,14,0,0,0.5,4431,6261
IT_8239,2007-11-23,21,165,0,0,3.5,5510,7503
IT_8244,2007-11-23,21,87,0,0,1.8,4927,7073
IT_8245,2007-11-23,21,452,0,0,5.4,5132,6842
IT_8254,2007-11-24,4,458,16,0,1.2,9669,13261
IT_8263,2007-11-24,20,104,13,0,0.5,3712,9082
IT_8275,2007-11-24,21,165,0,0,2.4,5252,6907
IT_8277,2007-11-24,21,447,0,0,0,5626,7554
IT_8284,2007-11-24,21,452,0,0,5.9,5231,7022
IT_8285,2007-11-24,21,58,13,0,33.9,4797,6411
IT_8296,2007-11-25,17,358,0,3,15.2,4389,15191
IT_8305,2007-11-25,21,437,0,0,23.7,7778,10724
IT_8310,2007-11-25,21,14,0,0,0.7,4322,6017
IT_8312,2007-11-25,21,165,0,0,1.8,5433,7864
IT_8316,2007-11-25,21,24,10,0,47.4,5014,7171
IT_8319,2007-11-25,21,87,0,0,1.2,4714,6817
IT_8320,2007-11-25,21,452,0,0,6.9,5239,7453
IT_8331,2007-11-26,2,350,1,1,89.9,7075,11405
IT_8346,2007-11-26,3,80,0,0,0.5,3286,6622
IT_8347,2007-11-26,21,437,0,0,6,7183,10643
IT_8352,2007-11-26,21,14,0,0,0.5,4246,6119
IT_8356,2007-11-26,21,24,10,0,40.7,5691,7238
IT_8358,2007-11-26,21,449,0,0,1.7,6259,7989
IT_8361,2007-11-26,21,452,0,0,5.1,5422,6928
IT_8362,2007-11-26,21,58,13,0,34.2,4781,6053
IT_8369,2007-11-27,17,358,0,3,1.7,3959,14648
IT_8382,2007-11-27,21,443,0,0,0.1,6212,8306
IT_8383,2007-11-27,21,149,10,0,6.9,6987,10049
IT_8389,2007-11-27,21,446,10,0,4.7,6808,9441
IT_8391,2007-11-27,21,24,10,0,34.6,5537,7544
IT_8396,2007-11-27,21,452,0,0,7.7,5255,6990
IT_8406,2007-11-28,3,63,0,1,0.1,9599,13613
IT_8411,2007-11-28,21,14,0,0,1.7,4172,6051
IT_8424,2007-11-29,17,358,0,3,0.4,3867,13574
IT_8430,2007-11-29,20,104,13,0,1.2,3647,8921
IT_8431,2007-11-29,20,56,0,0,6.7,1095,1629
IT_8434,2007-11-29,21,441,10,0,0,5941,8209
IT_8438,2007-11-29,21,14,0,0,1,4736,5803
IT_8440,2007-11-29,21,446,10,0,0,6760,9513
IT_8441,2007-11-29,21,447,0,0,0,6018,7393
IT_8443,2007-11-29,21,24,10,0,35.6,4952,6913
IT_8446,2007-11-29,21,452,0,0,4.5,5303,6904
IT_8447,2007-11-29,21,58,13,0,23.1,4915,6514
IT_8458,2007-11-30,17,358,0,3,0.7,4209,13436
IT_8463,2007-11-30,20,84,10,0,0.1,1601,2552
IT_8472,2007-11-30,21,14,0,0,1.1,4435,6651
IT_8480,2007-11-30,21,87,0,0,1.8,5134,7055
IT_8481,2007-11-30,21,452,0,0,3.4,5551,7097
IT_8482,2007-11-30,21,58,13,0,16.6,4999,6625
IT_8485,2007-12-01,0,103,0,1,0.2,7280,11489
IT_8487,2007-12-01,0,103,0,2,0,5888,9196
IT_8495,2007-12-01,17,358,0,3,1.6,3906,13874
IT_8497,2007-12-01,17,11,0,3,3.3,586,809
IT_8512,2007-12-01,21,14,0,0,1,4798,6364
IT_8520,2007-12-01,21,452,0,0,2.8,5555,7152
IT_8531,2007-12-02,20,104,13,0,0.1,3541,7682
